Author,Comment,PublishedAt
@Amazingsports124,janset masuk top200 spotife malaysia,2024-02-11T15:53:07Z
@tyassooo,gasss 65 juta moo,2024-02-11T13:27:22Z
@syariatulhasanah3100,gass 65 juta mootiara,2024-02-11T06:51:14Z
@rizkyfidiansyah2768,gas 65 jt sambil dengerin lagu pernikahan kita moo,2024-02-11T03:20:27Z
@bintanglaut4276,aku kira ini lagu raisa pas awal dengar mirip banget reff nya tiara nyanyi mirip suara raisa,2024-02-10T12:58:34Z
@imronrosadi7702,aku nangis ingat rasulullah saw setiap dengan lagu janji setia,2024-02-10T00:34:23Z
@Lucky-tj5eh,lah ternyata vidio clipnya sm alshad ahmad mereka itu putuh ngga sih sebenernya,2024-02-09T12:41:25Z
@jusmanto1139,kesini dari titok,2024-02-08T11:58:49Z
@nandadwiputra6647,sengaja nyetel lagu galau karna teringat dia yang pernah hadir lalu asing kembali ternyata sesakit itu yah mencintai orang,2024-02-07T19:44:53Z
@MICHSANFAZAR,janji apa,2024-02-07T18:43:21Z
@rullyrahmawan5333,denger lagu ini sambil baca kisah nabi muhammad madepp,2024-02-07T18:12:13Z
@GedeArtawahyudi,waouuuu,2024-02-06T14:31:03Z
@Rioutama664,stream ini dulu baru lanjut lagu pernikahan kita berasa dapat jawaban,2024-02-06T01:21:55Z
@sunarasull,dalem banget,2024-02-05T05:33:48Z
@user-sp6bl1ku6r,suara titi mirip raisa bgt tp melodi aransemen ini krg ceria ti jd bd m single perdana km dl yg sedikit ceria tp d duet kykny pas ny,2024-02-04T15:18:05Z
@andrekresna2522,semakin didengar semakin terasa sejuksama seperti kamu semakin dirasakan semakin aku takut kehilangan,2024-02-03T13:14:51Z
@andrekresna2522,,2024-02-03T08:20:38Z
@defindraelsy5293,janji setia menjaga hati,2024-02-02T15:08:43Z
@user-zz8eb2py8w,yang dulu suka chatan dan sekarang tidak lagi,2024-02-02T01:49:50Z
@Akhmadi_Kurniawan,0103 0200 janji setia kisah rasulullah para sahabat,2024-01-31T14:04:59Z
@maisarahafiqah6368,my ex bagi lagu ni kat i hm,2024-01-31T00:24:56Z
@susanlucky88,semua tinggal kenangan anjiiiirrrr,2024-01-30T19:33:52Z
@grelaras2065,titi lagu ini penuh kenangan,2024-01-29T08:49:55Z
@ibasofficial3,vidio ini udah lama gk aku tonton aku penggemar alshad dan tiara mungkinkan janji setia mereka berdua terbukti dipelaminan,2024-01-29T07:45:12Z
@dordordorindonesian6783,prakiraan thn ini 7880 jt viewers,2024-01-29T00:04:59Z
@sultangold4006,,2024-01-28T15:01:38Z
@user-fl1io1gd2t,,2024-01-28T08:58:29Z
@zenitaekapradani6803,,2024-01-27T09:59:52Z
@ahmadmckenzei2679,cuma lagi ini yg bikin gua mewek brutal,2024-01-27T07:48:42Z
@Fahrul_R,dluu rela ujanan demi nganter dia pulng smpe hp rusak dan skrng rela ujanan sendri krna dia udh dipelukan orng lain semoga kamu bahagia sama yg baru n,2024-01-27T04:54:24Z
@Takumi.Fujiwara001,hmmm dari setia nyatanya merelakan juga salah satunya bukan,2024-01-26T22:11:49Z
@moccaorangemakankpop2415,lagu ini sering denger dari clip kisah kisah islami eh baru tau lagunya dari penyanyi terkenal,2024-01-26T11:46:12Z
@Sofie_SachinLOVE,lagu galau tiara bener bener kyk isi suara hati kitaaaaa,2024-01-25T13:32:30Z
@alwanmakarim2963,percayalah kasiih,2024-01-25T13:23:46Z
@lele7034,ini lagu orang pacaran tapi lagu ini bisa meningkatkan kita kepada rasulullah,2024-01-25T01:36:25Z
@rizkyfidiansyah2768,gas 64 jt moo sambil up ngeluwihi,2024-01-24T22:55:57Z
@LarajatulHikmah-hw5nh,titi luppp bet,2024-01-24T16:18:41Z
@BayuAryoRaifansRailroad416,janji setia menjaga hati untuk ziyan biru,2024-01-23T21:49:45Z
@mmjust,kira2 skrg mereka bs ga ya,2024-01-23T16:19:10Z
@TyaLusiana,keinget rasullullah,2024-01-22T23:39:28Z
@Brushrain,lagu ini menceritakan diriku yang rindu nabi muhammad saw,2024-01-21T06:30:44Z
@sitiamanah5100,janji setia kisah nabi muhammad saw gak ada lawannnnn pasti bikin mewek,2024-01-21T06:24:57Z
@user-wl8ou1sr4o,kalo beliau rasanya lebih enak dicintai atau dikasihani,2024-01-20T01:54:33Z
@alsyamikacintaqu6718,percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2024-01-18T16:55:58Z
@alsyamikacintaqu6718,assalamualaikum sayang menyambut datangnya 19 kita yg ke 49 aku sengaja di spak janji setia menyambut datangnya nya hari jadi kita biii buatmu yg jauh disana percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati luv bii sh nya akubentar lgi datang 19 sakral kita sayang utk itu ijinkan aku mengucapkan betapa bahagianya betapa bersyukurnya atas nikmat serta karunianya yg begitu indah ini selamat hari jadi kita biii yg ke 49 doanya sehat slu dan yg terbaik utk kita utk hubungan kita untuk smuanya yg telah terjalin diantara aku bahagia bersamamuaku bangga memiliki dan dimiliki dirimu aku bangga atas kehadiran mu di hidupku aku sayang kamu bismillah smoga allah meridhoi dan memberikan berjalannya slu utk kita sayang dan smoga takdir nya menyatukan kita dlm ikatan cinta suci abadi sampai ke kehidupan yg lebih lenggeng lgi amin sekali lagi happy anniversary pria idamanku i love you slu utk selamanya anksh 19 forever bismillah kau dan aku kita dlm fayakun nya amin amin ya rob kamis malam jumat 1819 januari 2024,2024-01-18T16:54:47Z
@srimulyani4471,bagusmerdu,2024-01-18T14:57:28Z
@bolangcevano4857,top,2024-01-18T14:41:41Z
@nademkra6795,saya sudah tercuci janji setia kisah rasul,2024-01-17T12:54:26Z
@yusufdaco8631,yang denger lagu ini teringat nabi muhammad,2024-01-17T06:12:29Z
@Rioutama664,lagu yang akan tetap enak sepanjang masa,2024-01-17T02:24:57Z
@williammargandatuasitumora6977,rcgn pro ml thanks burst,2024-01-16T13:00:18Z
@novidzhamadalthanie-tu3nh,aku nangis lagu ini,2024-01-16T08:04:24Z
@novidzhamadalthanie-tu3nh,janji setia yang penting aku jujur rasa ini cinta orang itu nyaman cowok sayang,2024-01-16T08:00:08Z
@oktavianda9186,nagih lagunya sampai saiki,2024-01-16T04:48:29Z
@cucukamarudin8973,teringata akan kisah rasulullah,2024-01-15T11:01:23Z
@user-pl2bf5dr9u,janji setia hanyalah dongeng,2024-01-14T21:50:45Z
@skaamorf,perasaan kemarin masih 50jutaan ini duah 60 juta ajaaa,2024-01-13T12:01:25Z
@ROSSYNURAMELIA-cy8ww,pertama aku putus langgdung ngedenger lagu ini,2024-01-13T10:56:23Z
@anandaheula,kangen kmuu,2024-01-13T09:21:05Z
@bahrululum3116,rindu kak alshat sama kak tiara buat konten lagi,2024-01-13T08:47:11Z
@user-zv5bw4kd5r,lagu jelek,2024-01-13T05:07:34Z
@BoyBlaze-to6he,sihirrrrrrr,2024-01-12T09:54:45Z
@user-js9iv2uq6j,dunia akan kembali normal kalau orang nya menjauh tapi rasa hati susah pulih walau kapanpun dan di mana pun diaa akan kembali kalau bungah yang aku pegang suda tak berguna lagi,2024-01-12T01:12:06Z
@putriraihanbrtarigan834,video klipnya sebelum menjadi asing,2024-01-11T13:56:18Z
@netriliani2696,ini penyanyi paket lengkap sekali,2024-01-11T05:57:29Z
@user-sw3yj8cr8t,jadi inget kisah rasullah saw,2024-01-11T01:52:48Z
@ilma_019,hidup itu bagai pelangi di ciptakan utk menghilang hanya menghasilkan keindahan setelah itu sirna oleh lintas waktu begitu pudar menyisakan kenangan,2024-01-10T07:23:25Z
@SyazwanSakaruddin,muhammad saw,2024-01-10T03:33:13Z
@bidangpajakdaerah8140,rindu paling menyakitkan adalah merindukan orang yg sudah tiada,2024-01-10T01:55:26Z
@DuriKepa21,semua akan suka lagu janji setia pada waktunya,2024-01-08T16:45:46Z
@NurulAfkarina-ce4sf,tiara kan cantik ya wajarlah kalo dia dapat yg ganteng,2024-01-08T15:32:56Z
@dinxcyy,lgi enak dengerin malah ada iklan shope,2024-01-08T12:33:55Z
@ryly-a,aku gak tau dia liat koment ini atau tidak tapi aku percaya apa yang aku tulis akan sampai ke semesta untuk dikirim ke dia untuk kamu yang aku sebut namanya youngky artha prima ini adalah lagu mewakili isi hatiku aku yakin kamu akan sllu ada disamping aku aku yakin km lah suami aku ayah dari anakku yang lucu dan cerdas kamu yang tak akan rela kehilangan aku i love you,2024-01-07T09:57:30Z
@adityaerrasaditya249,gulingnya tiara janji setia,2024-01-06T11:18:15Z
@AuliaRahmanl,62 jt x ditonton 1 tahun yang lalu 62122244 x ditonton 28 apr 2022,2024-01-06T05:42:55Z
@user-jo3ep3ze5x,cantik nian titi yaaaa,2024-01-06T02:17:41Z
@rezamuhammad3293,melepas orang yang masih kita cintai itu sakit ya rasanya ditambah dia langsung dapat yang baru tapi aku yakin setiap ujian pasti ada hasilnya,2024-01-05T16:11:19Z
@naufalihsan8699,tolong kembalikan hanna tolonggg aku berharap ke hanna kembalikan lah hanna ke diriku,2024-01-05T14:48:32Z
@naufalihsan8699,enak buat sad ini lagu ihsannurimam sayang hanna,2024-01-05T14:47:53Z
@yogaardiansah8113,titi aku ga ada bosan dengae kamu apa lagi janji setia semangat terus berkarya dan pertahanan sikap rendah hati humbel mu sama idolaidola mu,2024-01-05T13:00:22Z
@micelmcl4557,ga lengkap kurang selen,2024-01-05T04:35:54Z
@agunsetiyo2791,jadi rindu sama nabi muhammad saw,2024-01-04T16:09:49Z
@dymasardy5488,sekarang 2024 dan lagu ini banyak menyimpan segala kenangan,2024-01-03T03:22:19Z
@EndiPutra-hu9sl,cocok bgt,2024-01-02T16:21:33Z
@otoy4504,tadinya ikut terharu lagu ini bersanding dgn kisah2 rasul tapi teringat hadis yg berbunyiimran ibn hushain ra meriwayatkan bahwa rasulullah bersabda umat ini akan melihat manusiamanusia yang dikutuk allah hingga berubah wujud bumi amblas dan hujan batu seorang sahabat bertanya wahai rasulullah kapankah itu terjadi beliau menjawab apabila para penyanyi wanita dan alatalat musik sudah bermunculan hr tirmidzi,2024-01-02T05:07:15Z
@user-nr8ew6nq6n,wikwik,2024-01-02T04:32:00Z
@anggiipuspitaa,suka baca cerita rasul yg pake sound ini auto nangiss nyess bgt akhirnya kepo ini sbnrnya lagu tentang apaan,2024-01-02T01:17:47Z
@azhsn_,dari semua lagu indo paling suka janji setia nya tiara paling favorit sepanjang masa cocok sama apa situasi sedihgembira dua bisa,2024-01-01T15:59:52Z
@Arcelys_Evellyn,janji setia cerita islam beuh,2024-01-01T03:04:59Z
@rmdhan1i1i,dari semua lagu tiara suka semua tapi janji setia favorit bgt,2024-01-01T00:36:28Z
@user-up1tn9ir5u,im from thailandi really like this song does anyone know what this type of music is called rb or pop,2023-12-31T19:17:08Z
@user-es4ek3wn2f,inget nabi muhammad,2023-12-31T14:06:08Z
@SopiyanKaseep,kisah rasulullahsahabatjanji setia,2023-12-31T10:44:52Z
@Khuludah-pe2nt,gak tau knp lagu ini aku suka bangetttt soalnyaaa bagussss,2023-12-31T03:07:21Z
@F.ViolaP.,ini lagu bolak balik didengerin di mall atau di manapun kesannya kaya nostalgia sama sesuatu yang dejavu walau ilusi sih haha,2023-12-30T12:44:37Z
@rezaalfianto31,245 terasa sekali cerita perjuangan rasulullah yg seringkali tayang di tiktok,2023-12-27T14:16:01Z
@amirmuhriz9630,,2023-12-27T04:54:39Z
@tasimaja3828,tahu kah dirimu ya rasulullah saw betapa diriku merindukan hadirmu ada di sini andai saja ku bisa genggam tangan murasullulah saw takan ada kata rindu lagiii jarak dan waktu tak mampu menghapuskerinduanku trhdp mu ya rasulullah saw pokoknya lagu ini mewakili bngt adakah yg se frekuensi andai dirimu ada di sini ya rasulullah saw aku pasti kuat dalam menjalani hidup ini allohumma sholli ala sayyidina muhammad waala ali sayyidina muhammad,2023-12-27T02:19:08Z
@deanzarkha7267,allahumma sholi ala sayyidina muhammad hamba rindu engkau,2023-12-27T01:01:51Z
@jeniku,go tiara go explore trus tii biar variatif di album ke 2 nanti,2023-12-26T14:59:24Z
@ariprahman3925,stay tuned ya guys nanti ada yang baru dari tiara andini 050124 keep support keep solid and keep streaming,2023-12-26T12:36:13Z
@alwanmakarim2963,merindukan hadirmu,2023-12-26T08:04:41Z
@krisfiyan7096,600k like,2023-12-26T03:05:17Z
@rehanslph1062,janji setia x kisah nabi behh nyentuh banget,2023-12-25T18:44:17Z
@gama4692,selalu terharu kalau denger lagu ini keinget kisah rasul asli lagu ini pas banget dijadiin backsound kisah rasul,2023-12-25T08:57:20Z
@user-sz7zw5kq9n,suaranya sedap laguu nyaa jugsa best di dengar,2023-12-25T05:46:11Z
@anksh19indahpadawaktunya44,penambahan view 2324 desember 2023 usai 93072 janji setia 60828 cintanya aku 44254 tega mv 24746 merin lv 15555 mendi mv 15319 merin mv 10384 tega vl 9653 matm mv 8317 bahaya mv 6445 semangat moo hari ini lumayan pada turun gas terus bismillah ntar malem naik lgi,2023-12-24T23:24:16Z
@dinastyissabell8702,woi,2023-12-24T10:27:34Z
@rullyalam145,kenapa lagu ini ada unsur magicnya ya bikin nagih di dengar bawaannya adem aja dengerinnya benar2 masterpiece bgt nih lagu,2023-12-24T09:11:18Z
@agiskaz9421,alfyfa kalo u liat ini setiap lagu tiara andini pasti w keinget u dan kalo w kangen u w tinggal play lagu2 tiara andini,2023-12-24T08:56:01Z
@muharyajdwiputra2605,ya,2023-12-24T01:50:00Z
@tatangmustikacandra1915,aq salut sma yg ciptain lagu inikeren,2023-12-23T17:17:47Z
@diajeng-cinta,suaranya lembuoppa cinta lagu tiara wkkk,2023-12-23T12:21:33Z
@Movieclipss2200,lagu ini sering di pake utk backsound nya perjuangan rasulullah saw,2023-12-23T12:05:15Z
@lindapuspitadewi1911,0300 terbaik si,2023-12-23T01:11:51Z
@rezkiemelianingsih1324,aaaah kalau dengar lagu ini teringat semua perjuangannya rasulullah,2023-12-22T13:44:48Z
@hendro1610,6 atahun blum bisa move on setiap di kenalin sama cewe ga perna ada hati sama sekali,2023-12-22T06:51:17Z
@fcknluiz8043,jika tak ingin usai jangan janji setia,2023-12-21T20:31:36Z
@ImNothing22,ini lagu seakan bukan untuk kekasih melainkan untuk rasulullah yaa rasulullah kami rindu akan dirimu,2023-12-21T08:40:04Z
@dallyn82,tulus raisa tiara andini,2023-12-21T04:22:13Z
@mehbahbeh8292,jd nge check lagu ini karena sering dipakai tiktok untuk cerita nabi,2023-12-20T14:01:36Z
@pisman100,mirip raisa suaranya,2023-12-20T12:11:58Z
@NanaAgustina179,61 jt gasss poll lagi,2023-12-20T11:24:49Z
@aldrinbeneran,janji setia tiara andini official music video 61016713 x tonton 599k likes yok gass 600k likesss 20 desember 2023,2023-12-20T09:19:47Z
@ariprahman3925,alhamdulillah 61 juta views thx mootiara dan pendengar setia tiara andini keep solid keep support keep streaming,2023-12-20T06:21:59Z
@Yacen.81_84,udah 609 jt aja nih besok 61 jt bisa yokk,2023-12-19T12:01:13Z
@GegeParty,lagu ini enakeun coy euy,2023-12-19T07:37:45Z
@MikanyaAbish,buat mu yg jauh disana happy anniversary yg 48 4thn bismillah doa terbaik utk kita sayang bismillah bahagia slu milik kita dan bismillah kita satu utk selamanya dlm fayakun nyaamin sekali lagi happy anniversary kesayanganku anksh 19 always forever percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati hatimu hatiku hati kita satu i u slu utk selamanya sh ku,2023-12-18T17:18:11Z
@devon3877,mv nya bagus emangg aktingnya dr penataan video dr musicnya dll,2023-12-18T16:00:12Z
@julianjuliano5587,gw ga suka ama tiara andini udah pipinya caby suaranya ikut2an mirip raisa,2023-12-18T15:16:29Z
@patmawati7306,selamat menikah,2023-12-18T10:24:50Z
@patmawati7306,jaga baper,2023-12-18T10:24:06Z
@geryjayaantoni7344,ngedit pake lagu iniapalagi semalem onic gagal m5pengen nangis gwh,2023-12-18T00:16:53Z
@rosieposie_11.26,telat 1hr telat 1thn,2023-12-17T14:42:42Z
@Humanhuman494,lagu ini untuk cerita rasulullah saw serta sahabat nangistiap dnger lgu ini makasih kak tiara lagu ini pas untuk kita yg rindu rasulullah saw,2023-12-17T08:43:36Z
@apiphehe5548,titip jejak,2023-12-17T07:24:52Z
@turikah_77,janji setia kisah nabi muhammad dan para sahabatnya,2023-12-16T06:06:32Z
@SanggarMustika,dengar lagu ini aja auto teringat sama rasulullah saw,2023-12-15T21:08:13Z
@vianaak8063,mau merem otakku nyuruh puter ni lagu,2023-12-15T15:48:00Z
@Infinix-rf2ri,cwok slalu pke akal bkn pikiran apkgi prasaan itu sebabnya banyak wanita yg jdi korban cinta,2023-12-15T13:51:46Z
@AlexanderIsak-zp6rg,janji setia hanya omong kosong,2023-12-14T05:21:00Z
@nurtianasihah3769,ke inget rasulullah kalo denger lagu ini,2023-12-14T03:22:22Z
@triwahyuni7534,merindukan seseorang yang tak pernah dijumpai allohumma sholiala sayyidina muhammad,2023-12-13T20:10:49Z
@kristikristanti9416,love mama selen,2023-12-13T14:27:23Z
@hifa123,di tiktok banyak yg pake sound ini untuk cerita rasulullaah saw tiap diulang dan didenger lagu ini pasti nangis keinget rasulullaaah jauh secara fisik dekat dalam hati sembari terus berharap ldr kita semua bersama beliau benar2 akan berakhir pertemuan terindah di surganya aaamiiin allahumma sholli alaa muhammad,2023-12-13T10:25:27Z
@faizhalluthfy6626,janji setia muhammad saw,2023-12-13T05:29:18Z
@naufalrahadifadhillah6858,terima kasih kak tiara lagunya relate banget pas di lirik tahukah dirimu betapa diriku merindukan hadirmu ada disini sama nabi muhammad suka nangis saya denger lagu ini soalnya pasti keinget nabi,2023-12-13T05:00:51Z
@Dniswraa_,favorit bgtt,2023-12-12T22:02:03Z
@dudigunawan6024,buat kamu nihhh marini,2023-12-12T12:04:35Z
@rinaldyal959,setiap dengar lagu ini pasti nangis walaupun di depan umum padahal saya cwo apalagi pas di lirik andai saja kubisa genggam tangan mukarna dulu ada cwe cinta banget sama saya dalam konteks kurang cantik dan saya sempat menjalani hubungan dengan dia dan dia saya tinggalkan demi wanita cantiksumpah gada wanita sebaik diabuat para cwo klo udah ngeliat cwe sayang banget fix jangan dilepasbosan itu manusiawi tapi jangan sampai dilepas,2023-12-10T17:09:40Z
@user-cz1gw5vc8p,janji kita berdua,2023-12-10T15:36:34Z
@jeniku,lirik per lirik nya sangat indah dan bermakna kerinduan mendalam pda seseorang,2023-12-10T14:32:27Z
@yuniapertiwi321,sumpah kesini garagw belum bisa move on sama kalian berdua,2023-12-10T03:16:10Z
@sandimalarangga,tiara dia udh gabakalan ada lagi di dunia ini dia udh ingkari janji dia sndri,2023-12-09T17:49:27Z
@DuriKepa21,bridgenya sih juara banget,2023-12-08T20:17:44Z
@aestheticvibe-sf7ng,bisa yuk 100jt diyoutubelagu ini masterpiece banget diantara lagu tiara yang lainkaya indahenak sedih jadi satupokoknya lagu ini akan selalu dilist pertama playlist music favorit saya,2023-12-08T06:08:46Z
@missirani,kangen dia bahagia ya di sana gap,2023-12-08T03:44:29Z
@mkfsignature2503,wahhh terngiang2 di telinga bcground music kisah nabi dan sahabat,2023-12-07T16:57:37Z
@kristikristanti9416,favorit song,2023-12-07T14:51:03Z
@21-maylenihasna92,bagus bagt suaranya,2023-12-07T06:48:17Z
@DiDikempotchannel.2019,mendalam dan indah banget lagu ini,2023-12-07T01:35:20Z
@MikanyaAbish,60067030 x ditonton 2327 wib 06122023 597 rb like 89 rb komen 244 jt subscriber,2023-12-06T16:29:32Z
@Yacen.81_84,60 jt views yeayy,2023-12-06T14:46:15Z
@danielguiao6211,his different,2023-12-06T11:09:07Z
@evadamayanti5978,titi aku nyari cwo yg ku temui di virtual namanya bagas 21 ngawi saat ini dia lagi kerja di jakarta jadi surveyoraku lost kontak gegara akun tele ku gabisa di buka dan kita ga mutual sosmed lainnya aku harap bagas yg aku maksud melihat komen ku ini karna dia suka dengerin lagu janji setiabagas hope you read this,2023-12-06T05:56:24Z
@Rioutama664,views nya balapan sama usai anyway tiara andini amazing,2023-12-06T04:05:43Z
@dandyyyoyo,jangan lupa solawat,2023-12-06T02:39:33Z
@NanaAgustina179,happy 60 jt,2023-12-05T18:43:39Z
@Yacen.81_84,buat mootiara yang katanya mau boom vote malam mulai dari sekarang ya kalau kalian ngeboom nua didetikdetik terakhir takut aplikasinya eror dan vote kalian kesisa ini aja mau ngevote udah suka eror please vote sekarang ya gas terus votenya jangan mau kalah tinggal beberapa jam lagi harus ikut andil semua ya semangat mootiara berapapun vote kalian itu udah sangat sangat membantu jadi langsung meluncur ke aplikasi langit musik sekarang,2023-12-05T12:09:01Z
@novafitriyani9885,lagu tiara andini janji setia kisan nabi muhammmad triple combo,2023-12-04T11:22:12Z
@user-tl4se8pm3w,lagu janji setia menyatu dengan gambaran rindu kepada nabi muhammad saw,2023-12-04T10:02:29Z
@sukrin_ali,komentar ini dibuat 4 des 2023,2023-12-04T09:45:04Z
@gilang19official54,janji setia kisah nabi muhammad shallallahu alaihi wasallam,2023-12-04T08:01:20Z
@nabilafairuz6907,dear tiara ga ada paksaan di hati ini untuk mencintai lagu ini sebagaiman lagu ini ngingetin aku dengan kisahkisah rasulullah dan sahabatnya dan ngingetin betapa rindunya kami dengan beliau makasih tiara sudah menghadirkan lagu ini semoga kamu selalu dituntun di jalannya ya ti,2023-12-04T03:51:53Z
